sample_id,category,approx_age_years,condition,user_intention,powers_on,screen_condition,battery_condition,damage_severity,battery_swollen,battery_leaking,overheating_evidence,severe_physical_damage,is_safety_hazard,recommended_action
DEV-42-009509,MOUSE,2.2,PARTIALLY_WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009510,DESKTOP,3.7,WORKING,KEEP_USING,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-009511,LAPTOP,3.1,PARTIALLY_WORKING,REFURBISH,YES,CRACKED,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,REFURBISH
DEV-42-009512,AIR_CONDITIONER,7.8,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009513,MOBILE_PHONE,7.4,DAMAGED,REFURBISH_AND_SELL,YES,CRACKED,DEGRADED,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009514,MOBILE_PHONE,5.5,WORKING,UNSURE,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009515,LAPTOP,3.0,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,DEAD_PIXELS_BLEED,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009516,KEYBOARD,4.8,WORKING,KEEP_USING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009517,LAPTOP,1.2,PARTIALLY_WORKING,REPAIR,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-009518,DESKTOP,4.3,WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-009519,LAPTOP,2.6,WORKING,DONATE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009520,LAPTOP,3.6,PARTIALLY_WORKING,UNSURE,YES,INTACT,NORMAL,MODERATE,False,False,False,False,False,DONATE
DEV-42-009521,MOBILE_PHONE,1.7,HAZARDOUS,REFURBISH_AND_SELL,YES,MINOR_SCRATCHES,DEGRADED,MINOR_COSMETIC,True,True,True,False,True,SPECIAL_HANDLING
DEV-42-009522,CHARGER,2.0,DAMAGED,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009523,PRINTER,4.2,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-009524,MOUSE,5.3,DAMAGED,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009525,DESKTOP,5.7,NOT_WORKING,REFURBISH_AND_SELL,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009526,CABLE,0.9,NOT_WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009527,REFRIGERATOR,11.4,HAZARDOUS,REFURBISH_AND_SELL,NO,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-009528,TELEVISION,3.1,WORKING,REFURBISH,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009529,OTHER,4.2,WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009530,DESKTOP,3.2,PARTIALLY_WORKING,REPAIR,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-009531,LAPTOP,4.6,WORKING,REFURBISH,YES,INTACT,DEGRADED,NONE,False,False,True,False,True,SPECIAL_HANDLING
DEV-42-009532,MONITOR,1.4,WORKING,RECYCLE,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009533,DESKTOP,11.3,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009534,BATTERY,2.1,NOT_WORKING,KEEP_USING,NOT_APPLICABLE,NOT_APPLICABLE,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009535,MOBILE_PHONE,2.3,WORKING,REPAIR,YES,MINOR_SCRATCHES,DEAD,NONE,False,False,False,False,False,REPAIR
DEV-42-009536,DESKTOP,4.2,PARTIALLY_WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,REPAIR
DEV-42-009537,AIR_CONDITIONER,4.6,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-009538,KEYBOARD,2.7,PARTIALLY_WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009539,MOBILE_PHONE,2.5,WORKING,UNSURE,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,DONATE
DEV-42-009540,LAPTOP,4.5,NOT_WORKING,RECYCLE,NO,SHATTERED_NOT_WORKING,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009541,CHARGER,3.7,DAMAGED,REPAIR,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009542,DESKTOP,4.7,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-009543,BATTERY,1.4,NOT_WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009544,DESKTOP,11.5,HAZARDOUS,REFURBISH_AND_SELL,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,True,False,True,SPECIAL_HANDLING
DEV-42-009545,TELEVISION,5.0,WORKING,KEEP_USING,YES,MINOR_SCRATCHES,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-009546,DESKTOP,8.2,WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,REFURBISH
DEV-42-009547,LAPTOP,4.9,WORKING,KEEP_USING,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-009548,CHARGER,1.9,WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,KEEP_USING
DEV-42-009549,DESKTOP,7.5,WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-009550,CHARGER,2.7,NOT_WORKING,UNSURE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009551,TELEVISION,11.9,PARTIALLY_WORKING,UNSURE,YES,MINOR_SCRATCHES,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009552,WASHING_MACHINE,7.0,NOT_WORKING,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009553,LAPTOP,7.1,NOT_WORKING,RECYCLE,NO,CRACKED,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009554,TELEVISION,6.6,PARTIALLY_WORKING,REFURBISH_AND_SELL,NO,CRACKED,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009555,MOBILE_PHONE,1.7,PARTIALLY_WORKING,REFURBISH,YES,DEAD_PIXELS_BLEED,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-009556,MONITOR,3.3,PARTIALLY_WORKING,UNSURE,YES,CRACKED,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009557,CABLE,1.7,HAZARDOUS,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-009558,PRINTER,2.9,NOT_WORKING,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009559,DESKTOP,4.3,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-009560,LAPTOP,6.3,PARTIALLY_WORKING,REPAIR,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009561,DESKTOP,6.0,PARTIALLY_WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REFURBISH
DEV-42-009562,LAPTOP,6.2,PARTIALLY_WORKING,UNSURE,YES,MINOR_SCRATCHES,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009563,TELEVISION,4.3,NOT_WORKING,UNSURE,NO,CRACKED,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009564,CHARGER,5.4,WORKING,KEEP_USING,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009565,CHARGER,3.7,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009566,LAPTOP,8.2,NOT_WORKING,REFURBISH,NO,DEAD_PIXELS_BLEED,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009567,CABLE,1.7,PARTIALLY_WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009568,LAPTOP,2.4,WORKING,DONATE,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009569,LAPTOP,1.8,DAMAGED,RECYCLE,NO,DEAD_PIXELS_BLEED,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009570,MOBILE_PHONE,1.2,WORKING,REFURBISH_AND_SELL,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009571,LAPTOP,4.3,PARTIALLY_WORKING,UNSURE,YES,MINOR_SCRATCHES,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009572,LAPTOP,3.1,PARTIALLY_WORKING,REPAIR,YES,MINOR_SCRATCHES,DEGRADED,MODERATE,False,False,False,False,False,REPAIR
DEV-42-009573,REFRIGERATOR,8.6,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009574,LAPTOP,2.5,PARTIALLY_WORKING,UNSURE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REPAIR
DEV-42-009575,LAPTOP,2.1,WORKING,REFURBISH_AND_SELL,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009576,CHARGER,3.0,NOT_WORKING,REFURBISH_AND_SELL,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009577,BATTERY,0.8,WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,KEEP_USING
DEV-42-009578,LAPTOP,4.5,DAMAGED,RECYCLE,YES,SHATTERED_NOT_WORKING,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009579,LAPTOP,4.0,WORKING,REFURBISH_AND_SELL,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-009580,PRINTER,6.3,WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009581,CHARGER,4.9,PARTIALLY_WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009582,CABLE,3.6,WORKING,REFURBISH,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009583,LAPTOP,2.3,WORKING,REPAIR,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009584,MOBILE_PHONE,5.6,HAZARDOUS,REPAIR,YES,DEAD_PIXELS_BLEED,DEAD,MODERATE,False,True,True,False,True,SPECIAL_HANDLING
DEV-42-009585,REFRIGERATOR,15.0,DAMAGED,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009586,REFRIGERATOR,4.6,PARTIALLY_WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-009587,LAPTOP,1.6,PARTIALLY_WORKING,DONATE,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-009588,WASHING_MACHINE,3.4,WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009589,MOBILE_PHONE,1.9,WORKING,DONATE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-009590,CHARGER,2.9,PARTIALLY_WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009591,TELEVISION,4.7,PARTIALLY_WORKING,REFURBISH_AND_SELL,NO,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009592,MOBILE_PHONE,2.0,WORKING,DONATE,YES,MINOR_SCRATCHES,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009593,MOBILE_PHONE,9.2,NOT_WORKING,REFURBISH,NO,SHATTERED_NOT_WORKING,DEAD,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009594,LAPTOP,3.9,DAMAGED,UNSURE,NO,INTACT,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009595,KEYBOARD,5.3,WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009596,LAPTOP,5.5,HAZARDOUS,RECYCLE,NO,CRACKED,NORMAL,MINOR_COSMETIC,True,True,True,True,True,SPECIAL_HANDLING
DEV-42-009597,KEYBOARD,1.5,WORKING,KEEP_USING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009598,DESKTOP,5.0,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,REFURBISH
DEV-42-009599,LAPTOP,1.6,WORKING,KEEP_USING,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009600,LAPTOP,2.5,PARTIALLY_WORKING,DONATE,YES,CRACKED,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009601,LAPTOP,5.1,WORKING,DONATE,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,DONATE
DEV-42-009602,LAPTOP,4.4,WORKING,REFURBISH,YES,INTACT,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-009603,LAPTOP,1.6,WORKING,REFURBISH,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009604,MONITOR,6.9,DAMAGED,REFURBISH_AND_SELL,NO,CRACKED,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009605,LAPTOP,6.9,NOT_WORKING,REPAIR,NO,SHATTERED_NOT_WORKING,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009606,TELEVISION,1.9,PARTIALLY_WORKING,REFURBISH,YES,MINOR_SCRATCHES,NOT_APPLICABLE,NONE,False,False,False,False,False,REPAIR
DEV-42-009607,CABLE,2.1,PARTIALLY_WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009608,LAPTOP,3.2,NOT_WORKING,UNSURE,NO,MINOR_SCRATCHES,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009609,DESKTOP,2.7,WORKING,KEEP_USING,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009610,MONITOR,3.7,DAMAGED,UNSURE,YES,SHATTERED_NOT_WORKING,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009611,BATTERY,3.7,DAMAGED,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009612,CABLE,1.2,WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009613,DESKTOP,8.8,DAMAGED,KEEP_USING,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009614,CHARGER,1.4,WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009615,DESKTOP,2.6,WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-009616,LAPTOP,5.1,NOT_WORKING,RECYCLE,NO,INTACT,DEGRADED,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009617,BATTERY,4.3,DAMAGED,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,DEAD,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009618,LAPTOP,2.1,WORKING,REPAIR,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009619,MOBILE_PHONE,5.4,PARTIALLY_WORKING,UNSURE,NO,INTACT,DEAD,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009620,PRINTER,2.1,PARTIALLY_WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,REPAIR
DEV-42-009621,LAPTOP,4.5,WORKING,REPAIR,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-009622,MOUSE,7.2,NOT_WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009623,MOBILE_PHONE,2.4,DAMAGED,RECYCLE,NO,SHATTERED_NOT_WORKING,DEGRADED,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009624,CHARGER,1.4,WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,KEEP_USING
DEV-42-009625,MONITOR,1.7,WORKING,DONATE,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009626,DESKTOP,7.5,NOT_WORKING,REFURBISH,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009627,LAPTOP,1.2,WORKING,REFURBISH,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009628,MOBILE_PHONE,1.0,HAZARDOUS,REFURBISH_AND_SELL,NO,DEAD_PIXELS_BLEED,NORMAL,MINOR_COSMETIC,True,False,True,True,True,SPECIAL_HANDLING
DEV-42-009629,LAPTOP,4.9,WORKING,UNSURE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-009630,MOBILE_PHONE,2.9,WORKING,DONATE,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-009631,CABLE,3.0,DAMAGED,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009632,MOBILE_PHONE,2.3,PARTIALLY_WORKING,REFURBISH,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REPAIR
DEV-42-009633,TELEVISION,6.4,WORKING,REPAIR,YES,MINOR_SCRATCHES,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-009634,CABLE,2.0,WORKING,KEEP_USING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009635,TELEVISION,15.0,NOT_WORKING,REFURBISH,NO,SHATTERED_NOT_WORKING,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009636,LAPTOP,8.3,PARTIALLY_WORKING,REPAIR,YES,INTACT,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009637,PRINTER,2.5,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009638,MOBILE_PHONE,1.7,WORKING,REPAIR,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009639,TELEVISION,3.6,PARTIALLY_WORKING,KEEP_USING,NO,CRACKED,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009640,REFRIGERATOR,15.0,WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009641,MOBILE_PHONE,4.9,WORKING,REFURBISH_AND_SELL,YES,INTACT,DEGRADED,NONE,True,False,False,False,True,SPECIAL_HANDLING
DEV-42-009642,DESKTOP,6.2,PARTIALLY_WORKING,REFURBISH,NO,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009643,MONITOR,6.9,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009644,TELEVISION,3.7,DAMAGED,KEEP_USING,YES,SHATTERED_NOT_WORKING,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009645,DESKTOP,2.7,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009646,MOUSE,1.5,PARTIALLY_WORKING,DONATE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009647,MOUSE,5.0,NOT_WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009648,MOBILE_PHONE,4.2,DAMAGED,UNSURE,YES,INTACT,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009649,DESKTOP,3.8,WORKING,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-009650,TELEVISION,9.4,PARTIALLY_WORKING,UNSURE,NO,DEAD_PIXELS_BLEED,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-009651,CHARGER,3.9,PARTIALLY_WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009652,TELEVISION,8.4,NOT_WORKING,RECYCLE,NO,CRACKED,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009653,BATTERY,0.5,NOT_WORKING,REPAIR,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009654,MOBILE_PHONE,2.2,PARTIALLY_WORKING,KEEP_USING,YES,MINOR_SCRATCHES,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-009655,DESKTOP,5.3,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-009656,BATTERY,1.1,PARTIALLY_WORKING,DONATE,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009657,MOUSE,0.9,WORKING,KEEP_USING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009658,CHARGER,0.7,WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009659,MONITOR,7.9,DAMAGED,RECYCLE,NO,MINOR_SCRATCHES,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009660,BATTERY,1.2,WORKING,REFURBISH,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,NONE,False,False,False,False,False,KEEP_USING
DEV-42-009661,TELEVISION,6.0,DAMAGED,DONATE,NO,SHATTERED_NOT_WORKING,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-009662,DESKTOP,5.8,PARTIALLY_WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,REFURBISH
DEV-42-009663,LAPTOP,2.7,WORKING,UNSURE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009664,CHARGER,2.8,WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-009665,MOUSE,4.1,PARTIALLY_WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-009666,LAPTOP,2.6,PARTIALLY_WORKING,REPAIR,YES,CRACKED,DEGRADED,MODERATE,False,False,False,False,False,REPAIR
DEV-42-009667,LAPTOP,3.0,PARTIALLY_WORKING,REPAIR,YES,MINOR_SCRATCHES,DEGRADED,MODERATE,False,False,False,False,False,REPAIR
DEV-42-009668,LAPTOP,2.3,WORKING,RECYCLE,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-009669,REFRIGERATOR,7.0,WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
